username,review,rating,date,app,cleaned_review,processed_review,sentiment,rating_sentiment
Rajinder Sonu,very good 👍,5,2026-03-11 22:58:11,Blinkit,very good,good,Positive,Positive
Soumita Bhowmick,good,5,2026-03-11 22:58:08,Blinkit,good,good,Positive,Positive
Mohammed AF SK,excellent,5,2026-03-11 22:57:48,Blinkit,excellent,excellent,Positive,Positive
jatin kumar,mostly delayed in orders,1,2026-03-11 22:55:58,Blinkit,mostly delayed in orders,mostly delayed order,Negative,Negative
Savrit,mast h bhai,5,2026-03-11 22:55:48,Blinkit,mast h bhai,mast bhai,Neutral,Positive
Prabhat Soni,best,4,2026-03-11 22:54:00,Blinkit,best,best,Positive,Positive
Jay Mahera,very welll done,5,2026-03-11 22:53:53,Blinkit,very welll done,welll done,Neutral,Positive
harsh verma,best service,5,2026-03-11 22:52:39,Blinkit,best service,best service,Positive,Positive
Geeta Kamal,chalo theek hai itna bhi Bura nahin Hai,4,2026-03-11 22:52:10,Blinkit,chalo theek hai itna bhi bura nahin hai,chalo theek hai itna bhi bura nahin hai,Neutral,Positive
Utkarsh Chettri,nice,4,2026-03-11 22:52:10,Blinkit,nice,nice,Positive,Positive
prasad Durga,good service 👍,5,2026-03-11 22:52:06,Blinkit,good service,good service,Positive,Positive
Md Shabeena,ok,1,2026-03-11 22:51:42,Blinkit,ok,ok,Neutral,Negative
Ritika Khuman,Nice,5,2026-03-11 22:49:36,Blinkit,nice,nice,Positive,Positive
jyoti davda,"fast and safe dileveries. on time service best products. fresh vegetables and fruits. Seriously you deserve the tagline "" INDIA's last minute app🫡🫡 """,5,2026-03-11 22:48:56,Blinkit,fast and safe dileveries on time service best products fresh vegetables and fruits seriously you deserve the tagline  indias last minute app,fast safe dileveries time service best product fresh vegetable fruit seriously deserve tagline india last minute app,Positive,Positive
Rama Endala,super,5,2026-03-11 22:48:35,Blinkit,super,super,Positive,Positive
AYUSH RAJBHAR,hello bhai ad karna band kar do please 1 ghante ke picture mein 10 bar aapka hi ad aata Hai please band kar do..!!🙏🏻,5,2026-03-11 22:46:48,Blinkit,hello bhai ad karna band kar do please  ghante ke picture mein  bar aapka hi ad aata hai please band kar do,hello bhai karna band kar please ghante picture mein bar aapka aata hai please band kar,Positive,Positive
Karthik Kannaiyan,deilvery people not even know the local language then why are u people are giving service. then why are u guys doing service in karnataka. learn from other cities if we go their place also we should speak Hindi here also we should speak Hindi means what the hell it is.,1,2026-03-11 22:46:16,Blinkit,deilvery people not even know the local language then why are u people are giving service then why are u guys doing service in karnataka learn from other cities if we go their place also we should speak hindi here also we should speak hindi means what the hell it is,deilvery people even know local language people giving service guy service karnataka learn city place also speak hindi also speak hindi mean hell,Negative,Negative
Anamika Shrivastava,amount got deducted successfully in blinkit account but order not place after receiving refund intiation msg also still not received refund,1,2026-03-11 22:45:39,Blinkit,amount got deducted successfully in blinkit account but order not place after receiving refund intiation msg also still not received refund,amount got deducted successfully blinkit account order place receiving refund intiation msg also still received refund,Positive,Negative
Krishnendu Chakraborty,good,5,2026-03-11 22:45:04,Blinkit,good,good,Positive,Positive
Divyanxh2,fix the high demand problem it takes more than 30 minutes,4,2026-03-11 22:44:38,Blinkit,fix the high demand problem it takes more than  minutes,fix high demand problem take minute,Negative,Positive
AKASH VIRDI,good app 👍🏻,5,2026-03-11 22:43:25,Blinkit,good app,good app,Positive,Positive
Inderjit Singh,good,5,2026-03-11 22:43:23,Blinkit,good,good,Positive,Positive
Prachi Jain,this is the worst platform of them all.. always delays and always low quality products.. I am so irritated that I came to Google reviews to give them a rating! so disappointed!,1,2026-03-11 22:42:19,Blinkit,this is the worst platform of them all always delays and always low quality products i am so irritated that i came to google reviews to give them a rating so disappointed,worst platform always delay always low quality product irritated came google review give rating disappointed,Negative,Negative
luxryworld India,no gift for me,5,2026-03-11 22:41:53,Blinkit,no gift for me,gift,Positive,Positive
Darshan Hiremath,good,5,2026-03-11 22:41:27,Blinkit,good,good,Positive,Positive
Bhushan Makode,great platform,4,2026-03-11 22:41:18,Blinkit,great platform,great platform,Positive,Positive
Ashish Kumar,nice 👍,4,2026-03-11 22:40:56,Blinkit,nice,nice,Positive,Positive
Vikrant Solanki,laziness sorted,4,2026-03-11 22:40:56,Blinkit,laziness sorted,laziness sorted,Neutral,Positive
Prithvi Pandey,nice app to easy to access,5,2026-03-11 22:40:33,Blinkit,nice app to easy to access,nice app easy access,Positive,Positive
Atfa Salman,late delivery process 😑,2,2026-03-11 22:40:15,Blinkit,late delivery process,late delivery process,Neutral,Negative
sk habib rahaman,Excellent 👍,5,2026-03-11 22:39:18,Blinkit,excellent,excellent,Positive,Positive
Atiksha verma,nice,4,2026-03-11 22:39:02,Blinkit,nice,nice,Positive,Positive
Parmeet Gulati,very bad experience the delivery partners are so cheap standerd less if you complaint they didn't solve your complaint and you money was waste so don't trust on blinkit very bad experience I never use it again,1,2026-03-11 22:36:53,Blinkit,very bad experience the delivery partners are so cheap standerd less if you complaint they didnt solve your complaint and you money was waste so dont trust on blinkit very bad experience i never use it again,bad experience delivery partner cheap standerd less complaint didnt solve complaint money waste dont trust blinkit bad experience never use,Negative,Negative
Ayushi Verma,good,2,2026-03-11 22:36:26,Blinkit,good,good,Positive,Negative
jaimaa kalika,very good nice,5,2026-03-11 22:36:08,Blinkit,very good nice,good nice,Positive,Positive
Krish Pandu,good,5,2026-03-11 22:35:34,Blinkit,good,good,Positive,Positive
.amit Kumar,this is amazing 👏 🙌 😍 ❤️ ♥️ 💖 👏 🙌 😍 ❤️ ♥️ 💖 👏,5,2026-03-11 22:33:06,Blinkit,this is amazing,amazing,Positive,Positive
Bong Sagar,very good,5,2026-03-11 22:32:16,Blinkit,very good,good,Positive,Positive
AAKASH SAHU,best in india,5,2026-03-11 22:31:41,Blinkit,best in india,best india,Positive,Positive
Munu Ali,good,4,2026-03-11 22:31:41,Blinkit,good,good,Positive,Positive
Ayushman Gautam,excellent work,5,2026-03-11 22:31:13,Blinkit,excellent work,excellent work,Positive,Positive
Mr.Sumit singh,Independent contractors who handle the last-mile delivery.,4,2026-03-11 22:30:56,Blinkit,independent contractors who handle the lastmile delivery,independent contractor handle lastmile delivery,Neutral,Positive
Yogesh Tamanag,Best aap ever online,5,2026-03-11 22:28:19,Blinkit,best aap ever online,best aap ever online,Positive,Positive
Charan Raj,goooood,5,2026-03-11 22:26:45,Blinkit,goooood,goooood,Neutral,Positive
karan kalyan,good service,5,2026-03-11 22:25:51,Blinkit,good service,good service,Positive,Positive
Chauhan Interior and Decorators,very bed service after 9 pm,5,2026-03-11 22:25:07,Blinkit,very bed service after  pm,bed service,Neutral,Positive
Sandesh Gharatkar,not good experience,1,2026-03-11 22:24:22,Blinkit,not good experience,good experience,Positive,Negative
Imtiyaz Shaikh Ismaily,Good Service in case of Emergency,5,2026-03-11 22:24:04,Blinkit,good service in case of emergency,good service case emergency,Positive,Positive
Gulshan Kumar,plfisrt bar,5,2026-03-11 22:24:02,Blinkit,plfisrt bar,plfisrt bar,Neutral,Positive
Javed Khan,nice,3,2026-03-11 22:23:33,Blinkit,nice,nice,Positive,Neutral
Akanksha Koli,awesome,5,2026-03-11 22:23:30,Blinkit,awesome,awesome,Positive,Positive
Anitha Srikanth,Very useful👍. The products had been delivered before the estimated time⏱️,5,2026-03-11 22:22:58,Blinkit,very useful the products had been delivered before the estimated time,useful product delivered estimated time,Positive,Positive
harpal dodiya,very fast and good service,5,2026-03-11 22:22:11,Blinkit,very fast and good service,fast good service,Positive,Positive
Vakiti bhagya,use another app for best experience,1,2026-03-11 22:22:03,Blinkit,use another app for best experience,use another app best experience,Positive,Negative
SNEHA JAYAKUMAR,very nice,5,2026-03-11 22:21:30,Blinkit,very nice,nice,Positive,Positive
Kamala Natarajan,super,5,2026-03-11 22:21:22,Blinkit,super,super,Positive,Positive
Art by anish,very good,5,2026-03-11 22:20:32,Blinkit,very good,good,Positive,Positive
Imran Jeffrey,very waste app,1,2026-03-11 22:20:00,Blinkit,very waste app,waste app,Negative,Negative
Prashant Yadav,very useful,5,2026-03-11 22:19:13,Blinkit,very useful,useful,Positive,Positive
Vijay kumar,ok,3,2026-03-11 22:18:12,Blinkit,ok,ok,Neutral,Neutral
Mohd Adil,fast 👍,4,2026-03-11 22:18:07,Blinkit,fast,fast,Neutral,Positive
Sachin Deshmukh,take care of your riders.. they drive like anything,4,2026-03-11 22:16:57,Blinkit,take care of your riders they drive like anything,take care rider drive like anything,Positive,Positive
Dr Suman Kumar,Good,5,2026-03-11 22:16:25,Blinkit,good,good,Positive,Positive
Yogeet Sharma,Awesome service ! Recieve everything within 10-15 mins. Best part is till date I have never found any vegetable or fruit which is not of best quality ..though it's not easy to find good vegetable even in my local weekly market. Really thankful to the franchisees and delivery agents for such good service.,5,2026-03-11 22:16:14,Blinkit,awesome service  recieve everything within  mins best part is till date i have never found any vegetable or fruit which is not of best quality though its not easy to find good vegetable even in my local weekly market really thankful to the franchisees and delivery agents for such good service,awesome service recieve everything within min best part till date never found vegetable fruit best quality though easy find good vegetable even local weekly market really thankful franchisees delivery agent good service,Positive,Positive
Mukeshbhai Khandal,order delivery was too too late...,5,2026-03-11 22:15:19,Blinkit,order delivery was too too late,order delivery late,Neutral,Positive
NARENDER JONWAL,best service,5,2026-03-11 22:14:31,Blinkit,best service,best service,Positive,Positive
saritha g,useful app,5,2026-03-11 22:14:13,Blinkit,useful app,useful app,Positive,Positive
Sandip Kadam,supar,3,2026-03-11 22:14:00,Blinkit,supar,supar,Neutral,Neutral
Nihalini Kalita,good and fast delivery thank you blinkit,5,2026-03-11 22:13:49,Blinkit,good and fast delivery thank you blinkit,good fast delivery thank blinkit,Positive,Positive
Rishav Yadav,good sevice,5,2026-03-11 22:13:35,Blinkit,good sevice,good sevice,Positive,Positive
Aditya Varma,good,5,2026-03-11 22:13:29,Blinkit,good,good,Positive,Positive
Bibek Hans,good,5,2026-03-11 22:12:16,Blinkit,good,good,Positive,Positive
Mohan Tech,super fast delivery 👍,5,2026-03-11 22:11:51,Blinkit,super fast delivery,super fast delivery,Positive,Positive
Saumy Verma Tarun,Excellent,5,2026-03-11 22:11:23,Blinkit,excellent,excellent,Positive,Positive
PANNEER SELVAM S,good,4,2026-03-11 22:10:26,Blinkit,good,good,Positive,Positive
Tokir Raj,ok,5,2026-03-11 22:09:52,Blinkit,ok,ok,Neutral,Positive
Nazeen,experience of goods is fantastic but a single thing which disturbs is only a proper bag for delivery plzz work on it,4,2026-03-11 22:09:21,Blinkit,experience of goods is fantastic but a single thing which disturbs is only a proper bag for delivery plzz work on it,experience good fantastic single thing disturbs proper bag delivery plzz work,Positive,Positive
Gaddam Poojitha,good Sarvice 🫰👏,5,2026-03-11 22:07:59,Blinkit,good sarvice,good sarvice,Positive,Positive
Gaurav Bapuly,fast and reliable,5,2026-03-11 22:07:02,Blinkit,fast and reliable,fast reliable,Neutral,Positive
Jay Hanumant channel,Good Delivery,5,2026-03-11 22:06:42,Blinkit,good delivery,good delivery,Positive,Positive
Arun Vijay,nice,3,2026-03-11 22:06:13,Blinkit,nice,nice,Positive,Neutral
Vivaan Kumar,very expensive products,1,2026-03-11 22:05:53,Blinkit,very expensive products,expensive product,Neutral,Negative
Pooja Rani,"Rotten banana delivered, photos attached in your application",1,2026-03-11 22:05:49,Blinkit,rotten banana delivered photos attached in your application,rotten banana delivered photo attached application,Negative,Negative
Rohit Palsra430,nice,5,2026-03-11 22:05:07,Blinkit,nice,nice,Positive,Positive
Ankur Patel,please allow deliver charge free below 200 bill amount. otherwise service is excellent,4,2026-03-11 22:04:42,Blinkit,please allow deliver charge free below  bill amount otherwise service is excellent,please allow deliver charge free bill amount otherwise service excellent,Positive,Positive
Dushyant Pal,very good,5,2026-03-11 22:04:40,Blinkit,very good,good,Positive,Positive
Vini,okkkk,1,2026-03-11 22:04:15,Blinkit,okkkk,okkkk,Neutral,Negative
satish dommeti,good,5,2026-03-11 22:03:53,Blinkit,good,good,Positive,Positive
NAGAMANI BHOVI,so fast,5,2026-03-11 22:03:15,Blinkit,so fast,fast,Neutral,Positive
Swati Panchal,it's very good and earlier ..i really loved it...,5,2026-03-11 22:03:11,Blinkit,its very good and earlier i really loved it,good earlier really loved,Positive,Positive
MD AYNAL HOQUE,bakwas,1,2026-03-11 22:00:43,Blinkit,bakwas,bakwas,Neutral,Negative
Dushyant Pippal,good order,5,2026-03-11 22:00:41,Blinkit,good order,good order,Positive,Positive
ajitabh pandey,very bad customer support,1,2026-03-11 22:00:01,Blinkit,very bad customer support,bad customer support,Negative,Negative
Aman Kareem,nice,5,2026-03-11 21:59:03,Blinkit,nice,nice,Positive,Positive
manish Kumar,gopd to go happy shopping,5,2026-03-11 21:58:45,Blinkit,gopd to go happy shopping,gopd happy shopping,Positive,Positive
Adarsh Tiwari,very nice app,5,2026-03-11 21:57:51,Blinkit,very nice app,nice app,Positive,Positive
TEAM 444,nice,5,2026-03-11 21:57:45,Blinkit,nice,nice,Positive,Positive
Sandeep Kumar,very delay delevery,2,2026-03-11 21:57:00,Blinkit,very delay delevery,delay delevery,Negative,Negative
Shreeya Shinde,nice,3,2026-03-11 21:55:05,Blinkit,nice,nice,Positive,Neutral
Ajay Chunekar,Nice one delivery,5,2026-03-11 21:54:51,Blinkit,nice one delivery,nice one delivery,Positive,Positive
vasugi velmurugan,"smart blinkit, nice delivery",5,2026-03-11 21:53:55,Blinkit,smart blinkit nice delivery,smart blinkit nice delivery,Positive,Positive
Rupesh Rathor,koi timr nhi hai aane ka jb mn kre tb aate hai,1,2026-03-11 21:53:39,Blinkit,koi timr nhi hai aane ka jb mn kre tb aate hai,koi timr nhi hai aane kre aate hai,Neutral,Negative
Hem Motwani,worst excuses by agents. first misplace the order and then tell its policy that you will have to reorder once we refund and pay the surcharge and handling again. disappointing.,1,2026-03-11 21:52:43,Blinkit,worst excuses by agents first misplace the order and then tell its policy that you will have to reorder once we refund and pay the surcharge and handling again disappointing,worst excuse agent first misplace order tell policy reorder refund pay surcharge handling disappointing,Negative,Negative
Ujjwal Rai,best experience and they deliver's on time,5,2026-03-11 21:52:29,Blinkit,best experience and they delivers on time,best experience delivers time,Positive,Positive
Rahul Nain,delivery services good but the service executive or blinkit finance team very bad experience. agar order cancel ho ya cancel kar diya jaye fir bhi refund nhi diya jata forcely promo diya jata h ye bekar service h blinkit ki it's the right for customer ki order cancel par same amount or main source me refund credit kare,2,2026-03-11 21:51:57,Blinkit,delivery services good but the service executive or blinkit finance team very bad experience agar order cancel ho ya cancel kar diya jaye fir bhi refund nhi diya jata forcely promo diya jata h ye bekar service h blinkit ki its the right for customer ki order cancel par same amount or main source me refund credit kare,delivery service good service executive blinkit finance team bad experience agar order cancel cancel kar diya jaye fir bhi refund nhi diya jata forcely promo diya jata bekar service blinkit right customer order cancel par amount main source refund credit kare,Negative,Negative
ZAID AHMED,Very bad service I did not like it my order is delayed and the delivery partner was not receiving the phone also at least answer the call very disgusting I am disappointed with this,1,2026-03-11 21:51:56,Blinkit,very bad service i did not like it my order is delayed and the delivery partner was not receiving the phone also at least answer the call very disgusting i am disappointed with this,bad service like order delayed delivery partner receiving phone also least answer call disgusting disappointed,Negative,Negative
38. B Syed md adnan z,good 👍,4,2026-03-11 21:50:27,Blinkit,good,good,Positive,Positive
Bhakti Tawde,such a good last minute app 🤌😄,5,2026-03-11 21:50:21,Blinkit,such a good last minute app,good last minute app,Positive,Positive
Krusha Pattani,"Hell lot of extra charges. The item costs even half to the charges that i have paid. Its a matter of emergency, otherwise i would have choosen zepto over blinkit on any damn day.",1,2026-03-11 21:48:48,Blinkit,hell lot of extra charges the item costs even half to the charges that i have paid its a matter of emergency otherwise i would have choosen zepto over blinkit on any damn day,hell lot extra charge item cost even half charge paid matter emergency otherwise would choosen zepto blinkit damn day,Negative,Negative
Shivendra Pratap Singh Shivendra Pratap Singh,very bad delivery,1,2026-03-11 21:48:44,Blinkit,very bad delivery,bad delivery,Negative,Negative
abhishek tripathi,Amazing app,5,2026-03-11 21:48:33,Blinkit,amazing app,amazing app,Positive,Positive
satyam kumar,good,5,2026-03-11 21:47:58,Blinkit,good,good,Positive,Positive
R.J GamingYT,just wow,5,2026-03-11 21:47:44,Blinkit,just wow,wow,Positive,Positive
Ajit,Nice,5,2026-03-11 21:47:23,Blinkit,nice,nice,Positive,Positive
Nirmala D,good,5,2026-03-11 21:47:14,Blinkit,good,good,Positive,Positive
Pinkymary Maring,awesome experience with blinkit,5,2026-03-11 21:46:50,Blinkit,awesome experience with blinkit,awesome experience blinkit,Positive,Positive
Iqra Ali,its helpful,5,2026-03-11 21:46:21,Blinkit,its helpful,helpful,Positive,Positive
Guddu Kumar,good,5,2026-03-11 21:45:37,Blinkit,good,good,Positive,Positive
Reena Singh,Nice 👍,4,2026-03-11 21:43:46,Blinkit,nice,nice,Positive,Positive
Dileep Gautam,nice working,5,2026-03-11 21:43:33,Blinkit,nice working,nice working,Positive,Positive
Ayush Raj,amazing service,5,2026-03-11 21:43:07,Blinkit,amazing service,amazing service,Positive,Positive
Renu Juneja,Good,5,2026-03-11 21:42:33,Blinkit,good,good,Positive,Positive
Rider Pawan,good,5,2026-03-11 21:41:58,Blinkit,good,good,Positive,Positive
shankar rajak shankar rajak,ok,5,2026-03-11 21:41:39,Blinkit,ok,ok,Neutral,Positive
Hajira,very good,5,2026-03-11 21:40:43,Blinkit,very good,good,Positive,Positive
Abhinandan singh,very nice,4,2026-03-11 21:40:08,Blinkit,very nice,nice,Positive,Positive
Summi Khan,got the jam bottle broken,1,2026-03-11 21:39:29,Blinkit,got the jam bottle broken,got jam bottle broken,Negative,Negative
soumya mundoju,too much prices too much time taking worst service I'll ever seen..,1,2026-03-11 21:38:44,Blinkit,too much prices too much time taking worst service ill ever seen,much price much time taking worst service ill ever seen,Negative,Negative
ASHWIN SHAH,good very help ful,5,2026-03-11 21:38:33,Blinkit,good very help ful,good help ful,Positive,Positive
Sujata Tripathy,some time good product getting some time not ... but it was first service,2,2026-03-11 21:37:08,Blinkit,some time good product getting some time not  but it was first service,time good product getting time first service,Positive,Negative
Pallavi Shukla,rates are higher than other instant delivery apps and also unlike before now it takes much time to deliver ... also the surge charge is applicable everytime which makes it a less useful app now,2,2026-03-11 21:35:47,Blinkit,rates are higher than other instant delivery apps and also unlike before now it takes much time to deliver  also the surge charge is applicable everytime which makes it a less useful app now,rate higher instant delivery apps also unlike take much time deliver also surge charge applicable everytime make less useful app,Positive,Negative
Shravani Mane,Blinkit is very good app,5,2026-03-11 21:35:11,Blinkit,blinkit is very good app,blinkit good app,Positive,Positive
Faizan,nice service,5,2026-03-11 21:34:20,Blinkit,nice service,nice service,Positive,Positive
Ito Assumi,good👍,5,2026-03-11 21:34:16,Blinkit,good,good,Positive,Positive
bhavani balamurugan,Little expensive,5,2026-03-11 21:32:26,Blinkit,little expensive,little expensive,Neutral,Positive
Anam Urooj,everything is perfect but i had a bad experience wd a rider but others were nice also so it's ok..,5,2026-03-11 21:31:26,Blinkit,everything is perfect but i had a bad experience wd a rider but others were nice also so its ok,everything perfect bad experience rider others nice also,Positive,Positive
Kumkum Joshi,very convenient and the delivery is prompt,5,2026-03-11 21:30:23,Blinkit,very convenient and the delivery is prompt,convenient delivery prompt,Neutral,Positive
Mahesh Modi,Third class service,1,2026-03-11 21:29:32,Blinkit,third class service,third class service,Neutral,Negative
Harish S,Good app,5,2026-03-11 21:27:59,Blinkit,good app,good app,Positive,Positive
Nikhil Nishad,best,5,2026-03-11 21:27:43,Blinkit,best,best,Positive,Positive
Priyaa Singhh,I ordered a charger cable but I have selected address of my house and to me the address is shown on app is correct but to the rider it was showing other location.,1,2026-03-11 21:26:01,Blinkit,i ordered a charger cable but i have selected address of my house and to me the address is shown on app is correct but to the rider it was showing other location,ordered charger cable selected address house address shown app correct rider showing location,Neutral,Negative
Mahadev Yadav,I hope my orders is original,5,2026-03-11 21:25:44,Blinkit,i hope my orders is original,hope order original,Positive,Positive
Sagar Gaikawad,nice,5,2026-03-11 21:24:51,Blinkit,nice,nice,Positive,Positive
sanket bait,Nice app,5,2026-03-11 21:23:13,Blinkit,nice app,nice app,Positive,Positive
mukesh kumar,good app,5,2026-03-11 21:23:04,Blinkit,good app,good app,Positive,Positive
jay singh,very good,5,2026-03-11 21:22:57,Blinkit,very good,good,Positive,Positive
Suhinita Sinha,absolutely nonsense.,1,2026-03-11 21:21:22,Blinkit,absolutely nonsense,absolutely nonsense,Negative,Negative
Shaad Ahmad,superb app,5,2026-03-11 21:21:02,Blinkit,superb app,superb app,Positive,Positive
Unitedin123,goog,5,2026-03-11 21:20:41,Blinkit,goog,goog,Neutral,Positive
Mohammad Gayas,very good and fast service,5,2026-03-11 21:18:44,Blinkit,very good and fast service,good fast service,Positive,Positive
ashvini dhanvijay,easy for working ladies,5,2026-03-11 21:18:22,Blinkit,easy for working ladies,easy working lady,Positive,Positive
Dheeksha B,"Just not about the delivery, but the Customer Service is tooo good in blinkit, I had few product issues they then it was replaced and the customer support omwas excellent. It is a trust worthy app, the prices may vary but comparatively this is a trusted online shopping app.",5,2026-03-11 21:16:37,Blinkit,just not about the delivery but the customer service is tooo good in blinkit i had few product issues they then it was replaced and the customer support omwas excellent it is a trust worthy app the prices may vary but comparatively this is a trusted online shopping app,delivery customer service tooo good blinkit product issue replaced customer support omwas excellent trust worthy app price may vary comparatively trusted online shopping app,Positive,Positive
A S GEMING,it's nice app but location issue some time,4,2026-03-11 21:16:04,Blinkit,its nice app but location issue some time,nice app location issue time,Positive,Positive
Karen Braganza,Today I received hollow and spoilt 'Ridge Gourd' either you give me a refund or send me new one.,1,2026-03-11 21:14:46,Blinkit,today i received hollow and spoilt ridge gourd either you give me a refund or send me new one,today received hollow spoilt ridge gourd either give refund send new one,Neutral,Negative
KARISHMA SAWANT,Good Delivery Partner,5,2026-03-11 21:14:29,Blinkit,good delivery partner,good delivery partner,Positive,Positive
Sankar Meena,A Good Consumer need understood orientation attitude of Team Blinkit near to Mambakkam Chennai..Thanks..One of a Delightful Consumer,5,2026-03-11 21:14:17,Blinkit,a good consumer need understood orientation attitude of team blinkit near to mambakkam chennaithanksone of a delightful consumer,good consumer need understood orientation attitude team blinkit near mambakkam chennaithanksone delightful consumer,Positive,Positive
RINTU SINGH,very good,5,2026-03-11 21:13:06,Blinkit,very good,good,Positive,Positive
Vinay dishawar,good service,5,2026-03-11 21:12:35,Blinkit,good service,good service,Positive,Positive
Mubeen Saifi,cool,5,2026-03-11 21:11:06,Blinkit,cool,cool,Positive,Positive
Sujil Siva,great approach to be use it will take time but so helpful,5,2026-03-11 21:10:31,Blinkit,great approach to be use it will take time but so helpful,great approach use take time helpful,Positive,Positive
Srinivasan Srini,best,5,2026-03-11 21:09:24,Blinkit,best,best,Positive,Positive
Rajesh Uplenchwar,best And fast service,5,2026-03-11 21:09:15,Blinkit,best and fast service,best fast service,Positive,Positive
Narayan Rao,very good app,5,2026-03-11 21:08:07,Blinkit,very good app,good app,Positive,Positive
Poulami Chowdhury,Good service,5,2026-03-11 21:07:51,Blinkit,good service,good service,Positive,Positive
Ranjeet Kumar,Absolutely terrible service. Things like ice cream are 40 minutes late.And there was melted ice cream.,1,2026-03-11 21:07:22,Blinkit,absolutely terrible service things like ice cream are  minutes lateand there was melted ice cream,absolutely terrible service thing like ice cream minute lateand melted ice cream,Negative,Negative
Sai Saras,"very bad services can't able to place an order for more than 1 week whom should I contact, it is showing some technical issues",1,2026-03-11 21:07:09,Blinkit,very bad services cant able to place an order for more than  week whom should i contact it is showing some technical issues,bad service cant able place order week contact showing technical issue,Negative,Negative
UttanurRakesh .R,good,5,2026-03-11 21:07:01,Blinkit,good,good,Positive,Positive
Gyaneshwar Harshwardhan,excellent,5,2026-03-11 21:06:29,Blinkit,excellent,excellent,Positive,Positive
Gunjan Yadav,nice 🙂,1,2026-03-11 21:06:15,Blinkit,nice,nice,Positive,Negative
Kunal Puri,nice,5,2026-03-11 21:05:07,Blinkit,nice,nice,Positive,Positive
Sattar Nasreen,gooddd but... most orders are delayed so this is what i don't want it so thats why i cut 1 star,4,2026-03-11 21:04:39,Blinkit,gooddd but most orders are delayed so this is what i dont want it so thats why i cut  star,gooddd order delayed dont want thats cut star,Negative,Positive
Rohit Ambaliya,like,5,2026-03-11 21:04:29,Blinkit,like,like,Positive,Positive
Amit Kumar,best app,5,2026-03-11 21:04:27,Blinkit,best app,best app,Positive,Positive
Vijay Singh,great👍,5,2026-03-11 21:03:19,Blinkit,great,great,Positive,Positive
aahan Khan,"very good ap Delivery is available in every area. There is no location problem with Blinkite, other grocery apps also provide delivery in some areas like bigbacket instaswigy.",5,2026-03-11 20:59:24,Blinkit,very good ap delivery is available in every area there is no location problem with blinkite other grocery apps also provide delivery in some areas like bigbacket instaswigy,good delivery available every area location problem blinkite grocery apps also provide delivery area like bigbacket instaswigy,Positive,Positive
Ajay Khaniya,best,5,2026-03-11 20:59:23,Blinkit,best,best,Positive,Positive
Kotra Yarns,don't order fresh fruits and vegetables....,1,2026-03-11 20:58:28,Blinkit,dont order fresh fruits and vegetables,dont order fresh fruit vegetable,Negative,Negative
Shree Ram Padmadeo,It's services are very prompt.But yesterday I ordered for Doms Modelling Clay for my grandson but 14 assorted shades of clay were missing from the sheet. Even after my complain it was not supplied.,5,2026-03-11 20:58:01,Blinkit,its services are very promptbut yesterday i ordered for doms modelling clay for my grandson but  assorted shades of clay were missing from the sheet even after my complain it was not supplied,service promptbut yesterday ordered doms modelling clay grandson assorted shade clay missing sheet even complain supplied,Negative,Positive
Mohammed Abdul Rahman,very good,5,2026-03-11 20:57:40,Blinkit,very good,good,Positive,Positive
Rahul Choudhary,superb job all blinkit sttaf,5,2026-03-11 20:57:30,Blinkit,superb job all blinkit sttaf,superb job blinkit sttaf,Positive,Positive
Surendra tanwar0082,very easy.. good 👍,5,2026-03-11 20:57:10,Blinkit,very easy good,easy good,Positive,Positive
SHIVANANDA MURAGANTI,excellent 👍,5,2026-03-11 20:57:00,Blinkit,excellent,excellent,Positive,Positive
kuldeep singh,good but the delivery charge is very much and handling charge is useless,5,2026-03-11 20:56:56,Blinkit,good but the delivery charge is very much and handling charge is useless,good delivery charge much handling charge useless,Neutral,Positive
Arjun Kumar,good,4,2026-03-11 20:56:48,Blinkit,good,good,Positive,Positive
Raja Babu,Nice platform,5,2026-03-11 20:56:42,Blinkit,nice platform,nice platform,Positive,Positive
Tapabrata Das,recieved damaged product,1,2026-03-11 20:56:38,Blinkit,recieved damaged product,recieved damaged product,Negative,Negative
Neeru Singh,Best rate and service,5,2026-03-11 20:56:03,Blinkit,best rate and service,best rate service,Positive,Positive
Sonali Walkar,good,5,2026-03-11 20:55:54,Blinkit,good,good,Positive,Positive
Jai Sai,worst help support teams,1,2026-03-11 20:55:17,Blinkit,worst help support teams,worst help support team,Positive,Negative
Munna Gupta,awesome,4,2026-03-11 20:55:01,Blinkit,awesome,awesome,Positive,Positive
Raghavendra Naik,in product search it gives result with rating which is good,5,2026-03-11 20:54:57,Blinkit,in product search it gives result with rating which is good,product search give result rating good,Positive,Positive
Abdul Waheed,it is the best app for me,5,2026-03-11 20:54:55,Blinkit,it is the best app for me,best app,Positive,Positive
PAYAL GUPTA,very good but high prices,4,2026-03-11 20:54:46,Blinkit,very good but high prices,good high price,Positive,Positive
Md Ekram,nice,5,2026-03-11 20:54:30,Blinkit,nice,nice,Positive,Positive
saurabh awasthi,Good Services.,5,2026-03-11 20:53:51,Blinkit,good services,good service,Positive,Positive
Rishabh Mishra,good service,5,2026-03-11 20:53:24,Blinkit,good service,good service,Positive,Positive
Pratibha Rokade,good system,4,2026-03-11 20:53:03,Blinkit,good system,good system,Positive,Positive
Indresh Kumar Pandey,very good,5,2026-03-11 20:52:13,Blinkit,very good,good,Positive,Positive
